0.000000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.150000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.300000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.450000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.600000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.750000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
0.900000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.050000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.200000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.350000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.500000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.650000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.800000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
1.950000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.100000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.250000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.400000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.550000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.700000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
2.850000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.000000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.150000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.300000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.450000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.600000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.750000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
3.900000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.050000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.200000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.350000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.500000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.650000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.800000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
4.950000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.100000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.250000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.400000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.550000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.700000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
5.850000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.000000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.150000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.300000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.450000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.600000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.750000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
6.900000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.050000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.200000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.350000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.500000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.650000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.800000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
7.950000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.100000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.250000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.400000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.550000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.700000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
8.850000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
9.000000	0.000000	-0.180004	0.000000	-0.180004	0.000000	-0.000254	0.000000
